User,WorkingHours,@timestamp,BU,type
ckinosh,22:50:13,2020-06-22 19:34:52.206140,VG,elk
alexisp,11:21:31,2020-06-22 19:34:52.206140,VG,elk
zhiq,0:01:29,2020-06-22 19:34:52.206140,VG,elk
pillai,22:12:36,2020-06-22 19:34:52.206140,VG,elk
mdiaby,7:42:36,2020-06-22 19:34:52.206140,VG,elk
cedricb,11:03:34,2020-06-22 19:34:52.206140,VG,elk
jave,3:43:13,2020-06-22 19:34:52.206140,VG,elk
efaure,9:16:15,2020-06-22 19:34:52.206140,VG,elk
cely,6:39:37,2020-06-22 19:34:52.206140,VG,elk
ericdu,4:21:21,2020-06-22 19:34:52.206140,VG,elk
alester,5:09:27,2020-06-22 19:34:52.206140,VG,elk
jcolrat,5:13:54,2020-06-22 19:34:52.206140,VG,elk
etherton,9:54:28,2020-06-22 19:34:52.206140,VG,elk
pclement,9:42:48,2020-06-22 19:34:52.206140,VG,elk
jpf,7:20:38,2020-06-22 19:34:52.206140,VG,elk
gueri,8:46:38,2020-06-22 19:34:52.206140,VG,elk
kefong,2:22:23,2020-06-22 19:34:52.206140,VG,elk
mjanssen,10:40:01,2020-06-22 19:34:52.206140,VG,elk
papin,9:15:04,2020-06-22 19:34:52.206140,VG,elk
guignard,3:38:41,2020-06-22 19:34:52.206140,VG,elk
andreask,9:49:42,2020-06-22 19:34:52.206140,VG,elk
lbuchard,10:08:19,2020-06-22 19:34:52.206140,VG,elk
garcega,9:41:07,2020-06-22 19:34:52.206140,VG,elk
clara,9:31:04,2020-06-22 19:34:52.206140,VG,elk
ingridd,9:26:43,2020-06-22 19:34:52.206140,VG,elk
sathiyan,9:23:26,2020-06-22 19:34:52.206140,VG,elk
carlosr,8:25:07,2020-06-22 19:34:52.206140,VG,elk
mjunior,7:19:17,2020-06-22 19:34:52.206140,VG,elk
rouge,8:30:21,2020-06-22 19:34:52.206140,VG,elk
laurentb,8:50:42,2020-06-22 19:34:52.206140,VG,elk
gab,8:22:25,2020-06-22 19:34:52.206140,VG,elk
oliviers,8:43:53,2020-06-22 19:34:52.206140,VG,elk
pmoutta,10:00:44,2020-06-22 19:34:52.206140,VG,elk
chirlome,9:07:26,2020-06-22 19:34:52.206140,VG,elk
jingz,9:49:49,2020-06-22 19:34:52.206140,VG,elk
calquier,8:45:53,2020-06-22 19:34:52.206140,VG,elk
jtropli,7:52:04,2020-06-22 19:34:52.206140,VG,elk
dreynier,10:56:34,2020-06-22 19:34:52.206140,VG,elk
fdouezy,11:43:34,2020-06-22 19:34:52.206140,VG,elk
osvaldo,9:49:30,2020-06-22 19:34:52.206140,VG,elk
rninane,11:55:02,2020-06-22 19:34:52.206140,VG,elk
mpalus,11:02:55,2020-06-22 19:34:52.206140,VG,elk
yel,10:46:30,2020-06-22 19:34:52.206140,VG,elk
anc,10:09:55,2020-06-22 19:34:52.206140,VG,elk
mlek,5:10:21,2020-06-22 19:34:52.206140,VG,elk
alanjhd,9:17:07,2020-06-22 19:34:52.206140,VG,elk
moussawi,9:41:37,2020-06-22 19:34:52.206140,VG,elk
dhouib,9:07:13,2020-06-22 19:34:52.206140,VG,elk
ckzewski,10:03:10,2020-06-22 19:34:52.206140,VG,elk
lvidal,10:03:18,2020-06-22 19:34:52.206140,VG,elk
julient,10:37:33,2020-06-22 19:34:52.206140,VG,elk
nch,10:38:27,2020-06-22 19:34:52.206140,VG,elk
said,11:29:35,2020-06-22 19:34:52.206140,VG,elk
mmarque,10:36:09,2020-06-22 19:34:52.206140,VG,elk
fbreant,10:16:59,2020-06-22 19:34:52.206140,VG,elk
thepenie,9:57:14,2020-06-22 19:34:52.206140,VG,elk
ianr,3:44:42,2020-06-22 19:34:52.206140,VG,elk
sumiraf,4:04:13,2020-06-22 19:34:52.206140,VG,elk
ians,1:07:32,2020-06-22 19:34:52.206140,VG,elk
rastello,7:22:34,2020-06-22 19:34:52.206140,VG,elk
rana,4:25:07,2020-06-22 19:34:52.206140,VG,elk
ksmart,0:52:37,2020-06-22 19:34:52.206140,VG,elk
cphilp,8:28:17,2020-06-22 19:34:52.206140,VG,elk
andrewds,9:50:02,2020-06-22 19:34:52.206140,VG,elk
hughmc,9:58:16,2020-06-22 19:34:52.206140,VG,elk
gamliel,5:17:42,2020-06-22 19:34:52.206140,VG,elk
gohil,14:32:06,2020-06-22 19:34:52.206140,VG,elk
hsinmao,4:45:16,2020-06-22 19:34:52.206140,VG,elk
ean,11:10:05,2020-06-22 19:34:52.206140,VG,elk
jadesai,16:34:33,2020-06-22 19:34:52.206140,VG,elk
cchou,20:57:17,2020-06-22 19:34:52.206140,VG,elk
tichen,3:32:53,2020-06-22 19:34:52.206140,VG,elk
tkommar,1:15:11,2020-06-22 19:34:52.206140,VG,elk
eshel,17:11:00,2020-06-22 19:34:52.206140,VG,elk
manish,22:50:44,2020-06-22 19:34:52.206140,VG,elk
amirfath,15:33:21,2020-06-22 19:34:52.206140,VG,elk
shaker,5:33:36,2020-06-22 19:34:52.206140,VG,elk
shwetag,9:17:19,2020-06-22 19:34:52.206140,VG,elk
vik,0:00:55,2020-06-22 19:34:52.206140,VG,elk
sachip,13:56:14,2020-06-22 19:34:52.206140,VG,elk
smiller,2:16:29,2020-06-22 19:34:52.206140,VG,elk
abhi,22:50:54,2020-06-22 19:34:52.206140,VG,elk
neenu,2:08:03,2020-06-22 19:34:52.206140,VG,elk
sandeepm,14:53:02,2020-06-22 19:34:52.206140,VG,elk
sivasg,2:08:45,2020-06-22 19:34:52.206140,VG,elk
tmchang,21:49:28,2020-06-22 19:34:52.206140,VG,elk
rpuri,2:11:58,2020-06-22 19:34:52.206140,VG,elk
medesai,20:32:30,2020-06-22 19:34:52.206140,VG,elk
kathylin,8:20:26,2020-06-22 19:34:52.206140,VG,elk
antony,8:37:17,2020-06-22 19:34:52.206140,VG,elk
prashb,5:05:22,2020-06-22 19:34:52.206140,VG,elk
mikelee,9:30:46,2020-06-22 19:34:52.206140,VG,elk
nayak,20:25:39,2020-06-22 19:34:52.206140,VG,elk
ameya,13:31:54,2020-06-22 19:34:52.206140,VG,elk
vineetm,10:09:26,2020-06-22 19:34:52.206140,VG,elk
rajendra,7:40:29,2020-06-22 19:34:52.206140,VG,elk
murthyp,3:49:07,2020-06-22 19:34:52.206140,VG,elk
aminel,5:11:45,2020-06-22 19:34:52.206140,VG,elk
arunv,9:38:29,2020-06-22 19:34:52.206140,VG,elk
mtliang,17:21:01,2020-06-22 19:34:52.206140,VG,elk
visal,2:30:56,2020-06-22 19:34:52.206140,VG,elk
skatkam,12:33:27,2020-06-22 19:34:52.206140,VG,elk
harsh,5:48:38,2020-06-22 19:34:52.206140,VG,elk
asma,1:35:23,2020-06-22 19:34:52.206140,VG,elk
sogi,5:50:21,2020-06-22 19:34:52.206140,VG,elk
rohit,2:42:00,2020-06-22 19:34:52.206140,VG,elk
nayakp,3:57:05,2020-06-22 19:34:52.206140,VG,elk
sumithk,11:32:48,2020-06-22 19:34:52.206140,VG,elk
vsundar,5:17:28,2020-06-22 19:34:52.206140,VG,elk
sunilash,16:24:45,2020-06-22 19:34:52.206140,VG,elk
pswarup,9:33:47,2020-06-22 19:34:52.206140,VG,elk
nashv,3:00:53,2020-06-22 19:34:52.206140,VG,elk
kathpal,5:39:58,2020-06-22 19:34:52.206140,VG,elk
nisarg,7:29:16,2020-06-22 19:34:52.206140,VG,elk
wade,22:25:57,2020-06-22 19:34:52.206140,VG,elk
nehak,4:16:19,2020-06-22 19:34:52.206140,VG,elk
